product_id,asin,review_id,product_title,star_rating,review_body,review_date,summary,verified_purchase
p5,B00068K5UQ,A39BH0RAWG0630,,5.0,My 3 male cats love this food.,"09 28, 2017",Five Stars,True
p5,B00068K5UQ,A12Y4GXCN7WSQY,,4.0,"Both of my cats eat this food.  I try to give them some variety as my last cat was throwing up almost daily.  No animal chooses to eat the same thing all day, every day.  So I serve this with several other choices in the morning and at night.  Plus I give them a couple of treats so that they love me!  They seem quite content with this regime.","09 8, 2017",Cats approve!,True
p5,B00068K5UQ,A2H55OV81WWQSS,,5.0,"Cat loves it, so I love it.","08 28, 2017",It's only her decision that matters,True
p5,B00068K5UQ,A17AW1W9QWC0C,,5.0,"I have 3 cats, each with thier own diet preferences and needs so food choices have been challenging at times.
The first time I got a bag of the Royal Canin it was recommended by the Vet for my elderly cat who has now passed on. All the cats liked it but it was hard for me to afford at the time so I switched back to whatever I was getting at Target at the time.
Then a few months ago I got a free bag of food at Petco so went with another small bag of the RC and let me tell you - I mixed it 1/2 and 1/2 with the other food since it was a smaller bag and my cats picked out the Royal Canin to eat and dropped the other food on the floor all around the bowl! At first I thought they were just being messy and every day I was picking up about a cup full of food off the floor, then I realized it was ONLY the (I think) purina which was mixed with the RC. Now that I am only feeding the Royal Canin there is no more mess around the food bowls! They are healthy and puking less as well.","08 28, 2017",My cats won't eat other dry food now that they've had this,True
p5,B00068K5UQ,A3C7WJ7M17URTB,,5.0,My aged mother is very particular about her Himalayan cast. This is exactly what her cat only vet recommended. Need I say more?,"08 20, 2017",This is exactly what her cat only vet recommended. Need I say more,True
p5,B00068K5UQ,A2OLBIR3F0R0PF,,5.0,"My kittens suddenly didn't want their kitten kibble (also Royal Canin) about the time of their first birthday. I switched them to this, and my how they enjoy it! I've noticed no new hairball regurgitation and their litter boxes seem to smell better, even though they also get canned food. This is definitely very palatable to cats, and I've learned to trust Royal Canin for producing a good product that promotes good health in both dogs and cats.","08 13, 2017",The Young Cats Love It,True
p5,B00068K5UQ,A1U9Z3ZWLHM6Y9,,5.0,Cats love it.,"07 21, 2017",Five Stars,True
p5,B00068K5UQ,AWD1MDGE8DOSL,,5.0,My cat loves this food. The only brand I will feed my pets,"07 21, 2017",Five Stars,True
p5,B00068K5UQ,A19PBO6YE6QHEW,,3.0,"Order was received on due date and packaged well.  I was wanting to upgrade from Fancy Feast which they have eaten for years.  I WILL say they semi-warmed up to their bowls of new food by taking a few nibbles, which is more than they have done with line dry foods.  They are going to have to eat it because it's not cheap.  I think it is probably very good but my cats are ridiculously finicky.  This is the indoor, which may be the problem.  I have served it for about a week now and same -- a couple nibbled here and there when passing.  They are definitely upset and all 3 have an attitude with me right now.
The only reason I rated 3 is because MY cats don't like it.","06 19, 2017",THEY GOBBLE UP THIS BRAND WET - DON'T LIKE DRY,True
p5,B00068K5UQ,AW3W44HBUTNQP,,5.0,great as usual!,"06 13, 2017",Five Stars,True
p5,B00068K5UQ,ADPY1VUP70LJZ,,1.0,"This product makes my cat sick - he throws up as soon as we feed him.
I bought the food twice - a year a part - hoping that it was a problem with the batch, but it's not the case. The food makes my cat sick.
Same food bought from petstore works for him","05 29, 2017",This food makes my cat sick,True
p5,B00068K5UQ,A3UIE0MLYU1XXG,,4.0,"My cat came from a shealter, feed on cheap food. He was little, fur was dull and his waste was horrible. Needed a good adult indoor food, turned to this. He's put on a healthy weight, fur shiny and waste smelling better. I fed their simamese formula to my old cat, she loved it. He does too.","05 22, 2017",Healthier cat chow,True
p5,B00068K5UQ,AQ79ZAEXPZBHA,,5.0,Our cats love this one!!!,"05 15, 2017",Five Stars,False
p5,B00068K5UQ,AZ6YLVIOEWWHT,,5.0,"Royal Canin food has improved my cats appetite, poop smell, poop frequency & seriously no more puking! The Kits look better & act better! Yay! Kiki, Bear, Bella & Tigger thank you! I thank you too!","05 12, 2017",A real game-changer!,True
p5,B00068K5UQ,A3FBYRQXTBDF2G,,5.0,Royal Canin quality - great value!,"05 3, 2017",Five Stars,True
p5,B00068K5UQ,A15RFUYKBBGX5S,,5.0,My cat was eating my dogs Royal Canin Food so now she has her very own and eats less. If they eat less it must be more satisfying for them and makes it less expensive in the long run.,"05 1, 2017",Great food,True
p5,B00068K5UQ,A3AW6BF0KV6U5A,,5.0,Exactly as described.,"03 31, 2017",Five Stars,True
p5,B00068K5UQ,A3MWHZ94WUPUUZ,,5.0,My cats love this food. They are in good health. They have never complained:) This is great for my indoor cats.,"03 30, 2017",Yummy for cats!,True
p5,B00068K5UQ,A3RBMTQWW4Y54D,,5.0,Good product,"03 21, 2017",Kitty loves this food,True
p5,B00068K5UQ,AIDFAY8T31EA,,5.0,"Mix this with a smaller bag of hair ball royal canine food, and he has never had hair all issues, and he's a long haired pure breed Persian .","03 14, 2017",Only brand I use,True
p5,B00068K5UQ,AUABJ7HTC0CLK,,5.0,"July of 2016, I was talked into adopting this adorable little puff ball of a cat. She was left in an apartment complex parking lot, and was all of 2 years old, and a tiny thing with huge feet.  Utterly adorable.  While my other cats had passed of old age, and I envisioned myself living a pet-free for a while... notsomuch once I met kitty.  Poor kitty came with a bag of Purina (egads!!) and because she's so darn fluffy, I knew we needed something special for her (hairball city!).  I tried Nutrish.  She looked at the bag and stared at me like ""Really, you adopted me for this?""  She wouldn't eat it...
I tried a couple different expensive brands (Orijin and blue buffalo I think it was - they were in the 30-40.00 a bag range) - BAM!  Kitty says NO.
Finally after a couple of days, she ate juuuust enough of the Origin to be a victim, yet postpone starvation. After we exhausted the 40.00 bag, I came home with the 32.00 bag of Royal Canin.  WOW.  I am ""warned"" each time the bowl is empty, so that bowl is filled every morning!
Hazel's (aka Puff Puff Kitty/P-Kitty) litter box is in a contained area in the garage, accessible by a cat door so there's no smell in the house - however, when I dump the box, there is near zero odor.  I use the Arm & Hammer litter, nothing outrageous - the kibble is THE difference.  Tiny poop, next to no smell.  The earlier two bags of cat food were not so kind to the nose...  As long as they this kibble, P-Kitty's bowl will be full!","03 10, 2017",This is great stuff - Puff Puff Kitty Approved!!!!!!,True
p5,B00068K5UQ,A33XPYS2F7WJVX,,5.0,Cats love it and gobble it down. They are a healthy weight though and no more UTIs like when they were on the blue buffalo food.,"03 5, 2017",Cats love it and gobble it down,True
p5,B00068K5UQ,ACYBMAE4RU8RI,,3.0,"Im looking to change brands, my cat vomits this stuff too often.","02 25, 2017",Three Stars,True
p5,B00068K5UQ,A1C67ZVY4KRWE,,5.0,The vet recommended this cat food since my cat has teeth problems and also was not eating. I have noticed a huge improvement in my cats overall health and the food helps remove the tarter from his teeth. The price for this cat food on Amazon is quite amazing. I was paying 15 dollars more from a retail store.,"02 18, 2017",Cats deserve good food too!,True
p5,B00068K5UQ,A1MWWML0ROAGUI,,5.0,Purrrfect and decent price too,"01 31, 2017",Five Stars,True
p5,B00068K5UQ,A2ISC47VZA97ZA,,5.0,"How many different brands and varieties have I bought for my senior cats who ultimately reject them? Countless. This one manages to please them going on several months now. Better quality than what one finds at the grocery, so that's awesome for these kitty kids.","12 16, 2016",Cats are fussy.,True
p5,B00068K5UQ,A2JSKGSD3W4GJH,,5.0,My sphynx loves this food.,"12 13, 2016",Five Stars,True
p5,B00068K5UQ,A3O85O2IYWQ0N3,,4.0,Good nutrition for our older cats.,"12 6, 2016",Four Stars,True
p5,B00068K5UQ,A1GHY6DSRNWONL,,5.0,"For spoiled cats they eat this, they turn their nose up at canned food.","12 3, 2016",Five Stars,True
p5,B00068K5UQ,A25JGOX1Q1JCDS,,4.0,"Well,,,, the cats like it. Too bad it costs more than steak.","11 27, 2016",Costs more than steak,True
p5,B00068K5UQ,ARWFFEIRNPZLZ,,1.0,"This product did not state the detail that it is for cats 1-10 years old.  As my cats are much older, I can't use it, and then I find out that it is not returnable.  I'm out the cost, plus shipping, plus no cat food.","11 12, 2016",Please add details up front,True
p5,B00068K5UQ,A2YVHQH0HUOFW7,,5.0,"I love this for my Persian cat who has a history of kidney problems, including hospitalization for said kidney problems. I leave this out in a full bowl for him all day, and feed him 1/2 can of science diet urinary health formula canned cat food twice a day. Perhaps my favorite side effect of this food, besides the obvious health benefits, is that it makes his poop smell-free. Really, I can't smell anything when he uses the litterbox, nor do I smell anything when I sift it once a day.","11 4, 2016",Great Choice for my Persian,True
p5,B00068K5UQ,A1PASRZ81DY9C,,3.0,"I've ordered the bag from Amazon for a long time, and there have been no problems. It's cheaper than buying it from the store.

However, I can't recommend the product itself. Maybe it's a good idea for one bag only for weight loss purpose. But after 2 bags, my cats started to lose hair by a lot. So, I am stopping this one and will switch to Intense Hairball.","10 28, 2016",Cats Lose Hair.,True
p5,B00068K5UQ,A89EPAC40N5HF,,5.0,good,"10 25, 2016",Five Stars,True
p5,B00068K5UQ,AL9ZST3FRS55Y,,5.0,"My three cats have been eating Royal Canin since they were 8 weeks old...first the kitten version and now the indoor.  They are all very healthy with healthy coats and best of all they are all within a healthy weight range.

The difference was noticible when a roommate moved in.  He had two older overweight cats eating meow mix.  Their fur was scruffy and I was stepping in vomit and hair balls daily.  The vomit was undigested piles of reddish meow mix food.  After switching them to this food no more vomit and or hair balls, their fur is soft and ""purty"". And even better yet their weight has become much healthier.  We feed free choice and not one of the cats is overweight even these two.

We also feed as a treat one 5.5 to 6 oz can of food a night for all five of them  to share as a treat.  We use Weruva, Wellness, Halo and occasionally other varieties.

I also would like to mention I fed my sixteen year old cat the Royal Canin kidney diet for cats after trying other brands this was the only one he would eat.  Between feeding Royal Canin dry, Wellness wet and supplementing with Azodyl he lived to the ripe old age of 19.

It was after seeing my other (then senior) cats prefer the prescription kidney diet over their regular diet that convinced me to completely switch to Royal Canin permantately.

As of right now my roommates cats are approximately 16 years old with no signs of kidney disease and my three guys are 2 years old and vibrant and healthy.  I just love petting and snuggling up to their soft silky coats.  And I plan on doing so for many more years to come thanks to a healthy diet","09 26, 2016",Healthiest cats I have ever had,True
p5,B00068K5UQ,A1X5UYFRASIMUV,,5.0,all 7 of my cats love this,"09 23, 2016",Five Stars,True
p5,B00068K5UQ,A2I3KKW74KJHJ3,,5.0,"Well, the cat eats it and that is enough for me!!","09 14, 2016",The Cat eats it!,True
p5,B00068K5UQ,AOHC92MO0OO0L,,5.0,Great Product.,"09 7, 2016",Five Stars,True
p5,B00068K5UQ,A1Y23N165ND3ER,,5.0,My cats love this food and it's good for them.,"09 1, 2016",Five Stars,True
p5,B00068K5UQ,A2D5Q86UIBONYR,,5.0,"Anyone that has ever had a cat indoors knows the absolute joy of getting up in the middle of the night and stepping on a giant juicy hair ball that your wonderful fur baby left for you in the hallway . Eeegads . What a joy . But this food that we feed or two cats took care of the hair balls that our older cat used to have a few times a week . Have had them on this for a few years now . They run and play like the world is their play toy . They are never allowed out so I don't know if it's good for outdoor cats or not . But I know also that our older cat could clear out a stadium full of people , during play offs , in the fall , during an exciting game , after she pooped and this seemed to help clear that up too . Our vet recommended this food when her poop got so bad it was bringing down the property value every time she entered her litter box . Bless her heart . Ya gotta love them though . After these guys no more pets .
How long do cats live anyway ?","08 24, 2016","Want healthier cats , cats that you want to live with ? Put them on this . Great food .",True
p5,B00068K5UQ,AC7KHAUYW138J,,5.0,"My 19 year old female, cat loves Royal Canin and she actually eats this dry food. Very happy with my purchase!","07 20, 2016",Very happy with my purchase,True
p5,B00068K5UQ,A2JH7A94KCLI37,,4.0,"My cats like this and I buy it on occasion, but they prefer the Blue Buffalo brand of dry adult cat food.","07 17, 2016",ROYAL CANIN FELINE HEALTH NUTRITION Indoor...,True
p5,B00068K5UQ,A353DRUFMULWT2,,5.0,"I love my cat, but she has a pretty sensitive stomach.  My vet recommended Royal Canin.  She seems to handle this food well.  However, it is not as good at hairball control as our previous food.  So now I have to give her a hairball ""treat"" daily.","07 16, 2016",Cat loves it.,True
p5,B00068K5UQ,A34WAH5SKFTTN2,,5.0,Everything arrived when and as expected.,"07 14, 2016",Perfect!,True
p5,B00068K5UQ,A26I6H6YXWIAMG,,5.0,My cats eat this food well!,"07 5, 2016",Five Stars,True
p5,B00068K5UQ,A1HI62H57UK5DV,,5.0,Always wonderful and healthy for my cats.,"07 3, 2016",Five Stars,True
p5,B00068K5UQ,A3U46RXF0YHK1Q,,5.0,Expensive but cats really like it.  Makes their coats shiny and prevents inflammatory bowel disease.  Cheaper than the pet food box stores.,"07 1, 2016","Cats love it, vet says Royal Canin is well balanced",True
p5,B00068K5UQ,A1FOMXG3WJ9C5X,,5.0,I'm not leaving the house for pet food anymore.,"05 28, 2016",Stay-at-home cat mom.,True
p5,B00068K5UQ,A2BEC73DJV51M1,,5.0,"So far, so good.  The cats love it.","05 16, 2016",Quality Food That They Love,True
p5,B00068K5UQ,A14DZ6N2F77WJ0,,5.0,excellent product,"05 11, 2016",Five Stars,True
p5,B00068K5UQ,A2CWYEB7UTH8HG,,5.0,My two cats love this food. I actually give it to them as treats.,"05 3, 2016",They love it,True
p5,B00068K5UQ,A31GLXR1C4BLXE,,5.0,Cats do really well and love this food.,"04 25, 2016",Good and good for them!,True
p5,B00068K5UQ,AATCTZ2QAGZMQ,,5.0,Delicious as always,"03 25, 2016",Cats love it,True
p5,B00068K5UQ,A3JBOSZQ66I1XO,,5.0,"Cats seem to really like it.  Be sure to ease them in, they threw up a few times when transitioning, I think because it's so dense with nutrients.","03 14, 2016",Cats seem to really like it. Be sure to ease them in,True
p5,B00068K5UQ,A3VYHENOC84SO4,,5.0,cat aproved,"03 9, 2016",Five Stars,True
p5,B00068K5UQ,A3VYHENOC84SO4,,5.0,all cats approved  !!,"03 9, 2016",Five Stars,True
p5,B00068K5UQ,A3SFJ38G5EFL29,,5.0,My cats love this food and is definitely helps with hairball control.,"03 2, 2016",Five Stars,True
p5,B00068K5UQ,A1LDLHPJ9DPB74,,5.0,Great food.,"02 25, 2016",Five Stars,True
p5,B00068K5UQ,A21CNOUX9EDWFW,,4.0,"We were new to the brand and Eddie seems to be okay with it, he is pretty finicky so I guess that's a good sign?","02 13, 2016",he is pretty finicky so I guess that's a good sign,True
p5,B00068K5UQ,A1JGE68SPO6XFK,,5.0,I've been feeding my cat this ever since I got her 5 years ago. It's one of the best foods out there and definitely keeps her healthy. She hasn't had any major health problems and I think it keeps her coat nice.,"02 7, 2016",Great food,True
p5,B00068K5UQ,A35IY70MCAIMJ8,,5.0,"I've been feeding this to my cats for years. A breeder recommended it when I purchased a 'retired champion' oriental. The cats eat less of it, poop less and love it. None of my cats are fat, and their coats are sleek and healthy. Yes it's pricey but well worth it.","01 27, 2016",A breeder recommended it when I purchased a 'retired champion' oriental,False
p5,B00068K5UQ,A19DHGGDNW6K0O,,4.0,"The three kitty sisters seem to like this pretty well, although they seem to be sort of picky about their food. Therefore, I'd say it is a winner.","01 26, 2016",Passes the picky eater test.,True
p5,B00068K5UQ,A3RORYCAYYVFS7,,5.0,Cat loves it! No hairballs!!!!,"01 10, 2016",Five Stars,True
p5,B00068K5UQ,A1DQAX2GNR6HOB,,4.0,"We've been feeding our cats Royal Canin for years. We've bounced around from brand to brand, but find when it comes to the least amount of hairballs this does a great job at keeping them to a minimum. None of our cats have discriminated against this food and we will continue to purchase the Indoor Adult formula for our cats.","01 8, 2016",Keeps Our Cats Full and Relatively Hairball Free!,True
p5,B00068K5UQ,A1ATYZYAIEGH6M,,1.0,"What a ROYAL rip off!!  I used to buy the indoor 40 light, which my cats loved, but then it their infinite wisdom, RC decided to double the price and replace the decent ingredients with heaven knows what, something cheaper for them to include obviously.  My 12 cats refused to eat it totally, (after having loved it)  so I tried a bag of the indoor 27, hoping they had not changed that formula.  My cats enjoyed it, thank goodness, I thought.  then I bought another large bag again, for the now exorbitant price and now evidently  they have changed the indoor 27  formula as well, the kibble seems larger, (I could be wrong, I did not save some of the good bag) but now my cats won't go near the dish. All of them, would rather be hungry than eat this whatever it is.  So now I have a big, expensive bag of food no one will eat, which cost more than it used to.  I guess RC thinks our cats are stupid and that their owners are stupid too, and that we will continue to pay higher prices for food our cats won't eat.  This is the last time, I will try experimenting with their new formulas, I am deeply disappointed, disgusted really. And the only reason I'm giving it one star is because I don't think I can give it no stars at all.","01 4, 2016",New more expensive formulas are totally INEDIBLE say my 12 cats.,False
p5,B00068K5UQ,A2303QX5EZRUS2,,5.0,"BEST CAT FOOD
Better than Science Diet. having tried every dry/can cat food, ROYAL CANIN is the ONLY one my cats do not puke on. I have tried all the dry dog food as well, only ROYAL CANIN,,I feed my cats the RC puppy, price lower and perfect size chip
Royal Canin, the world's best , your cats will love you for it.","12 24, 2015",BEST CAT FOOD Better than Science Diet,False
p5,B00068K5UQ,A2ETDT44OVOBXY,,5.0,My cats thrive on Royal Canin,"11 26, 2015",Cat review,True
p5,B00068K5UQ,A4WE0UGOCKDPX,,1.0,Royal Canin was what we have fed our cats since getting them as kittens from the shelter. All off a sudden northern cat will touch the indoor hairball food sonwe try this version. Cats are initially happy then when into the second bag non stop puke fest in the house. 2 unanswered emails to Royal Canin about formula changes go unanswered. Pretty sure they changed to formulas and won't own up to it. Avoid this crap!!!!,"11 15, 2015",Complete crap!!!,True
p5,B00068K5UQ,AHHFA4RWWQ09Y,,2.0,"We tried this once, but it has a main ingredient of chicken meal, with lots of grains. We no longer feed ours anything with grains and try to avoid the chicken meal craptastic ingredient that's just the bones, beaks, feathers, etc ground up with actual healthy ingredients.","11 5, 2015","There are healthier, cheaper choices without the chicken meal and grains.",False
p5,B00068K5UQ,AKRWWHK6BJZE5,,5.0,"My kitty loves this stuff.

His coat is always soft and shiny. I know his food has a lot to do with that!","10 28, 2015",My kitty loves this stuff.,True
p5,B00068K5UQ,A3ZERCCRKOI6G,,5.0,"I really like this stuff, seems to keep kitty's teeth nice and clean, and he will tend to pick out these little bits from the mix of his dry food first.  Maybe they are saltier or fattier... either way the ingredients are pretty good and kitty gobbles them up.

I do have to say, it also help eliminate those poop odors.  And I think my cair has had maybe 2 hairballs coughed up in 2 years.  Granted he's a short hair cat, but still that's pretty good.","10 16, 2015",I really like this stuff,True
p5,B00068K5UQ,A2IKM0OV7HMOGE,,5.0,"My cats' favorite dry food by far!  Healthy, good quality ingredients, and apparently tasty.","10 12, 2015",My cats' favorite dry food by far!,True
p5,B00068K5UQ,A1GKKO83WD17FW,,4.0,"My girls love this food. They're always happy to eat it.

Edit 10/302015
 However, the price just went up outrageously, for some stupid reason so, I am not going to be buying this from Amazon any more. WTH, so so so lame.","10 6, 2015",Cat approved,True
p5,B00068K5UQ,AT7U8ADC0F3W,,3.0,cat food,"10 5, 2015",Three Stars,True
p5,B00068K5UQ,A3SEVKQNTEGIGD,,5.0,My cat loves it.,"10 2, 2015",My cat loves it.,True
p5,B00068K5UQ,A2D628H9EQN0AR,,4.0,"Seems crazy expensive, but my aging cats tolerate it well, and it has really made their coats thick and  lush.","10 1, 2015","Seems crazy expensive, but my aging cats tolerate it ...",True
p5,B00068K5UQ,A29M4QQRHGOV76,,5.0,My kittie loves this food. His breeder recommended it.,"09 18, 2015",Leo likes!,True
p5,B00068K5UQ,A1Y03KBU5H7U8T,,5.0,I only use royal canin for my cats.  I notice less barfing with this brand along with some gel once a week they are good to go,"09 14, 2015",I notice less barfing with this brand along with some gel once a week they are good to,True
p5,B00068K5UQ,A18Y1HCCUHVST6,,5.0,All 4 of my Cats love it!,"09 2, 2015",Five Stars,True
p5,B00068K5UQ,A1AS3FESGQ898G,,4.0,Cats like this dry food.,"08 15, 2015",Four Stars,True
p5,B00068K5UQ,A1XFNO9ZNPK1SM,,5.0,"The cats love it, and I order often. I have never had any problems with this seller.","07 31, 2015",Five Stars,True
p5,B00068K5UQ,A2KOSQ56WH1PKD,,5.0,it okay,"07 24, 2015",Five Stars,True
p5,B00068K5UQ,A2UDUKAPDQA3N4,,5.0,"I have one cat. I was feeding her I think purina and some other brands of dryfood when I adopted her and decided to change her food to royal canin which is what my dogs were eating also. I noticed she liked it a lot more. I'd watch her crunching on the pellets. She gets about a fresh cup a day and takes a few bites through the night. We're on the 4th or 5th bag already. I read something interesting that cats teeth deteriorate with a lot of dry foods out there because they tend to be too small and can't be chewed on and so cats just swallow them thus never ""polishing"" the teeth. Most dry food out there seem to have a cylindrical shape to them, this one is a nice large triangle. Maybe that's why she likes this one. I will keep buying this as long as she likes it.","07 17, 2015",My cat seems to like this the best.,True
p5,B00068K5UQ,A3V3LZJLPBGCC3,,5.0,good for cat that not grow fat,"07 8, 2015",Five Stars,True
p5,B00068K5UQ,A10TB7BDNIDTVU,,5.0,"3 picky bengal cats love this food - they all seem to have come down in weight a bit since changing to this, wouldn't call it weight control, but perhaps lower calories since its indoor.  Quality product.

Don't switch to grain free / gluten free foods unless your cat is having unique digestive issues.  Stick with the national brand that is tride and true!","07 6, 2015",Select the best! Breeder recommended Royal Canin,True
p5,B00068K5UQ,A21EN374IUJGFY,,5.0,"Well, I don't love it, but the cat seems to like it a lot. This was the dry food I was told to feed him by the breeder and he thrives on it.reason to change.","06 27, 2015","Cat happy, owner satisfied",True
p5,B00068K5UQ,AQ4NDK6R865PM,,4.0,They like it!,"06 23, 2015",Four Stars,True
p5,B00068K5UQ,APSOW2YSXOM6,,5.0,"As an RVT I love Royal Canin, they make a great food product!!!!","06 10, 2015",Five Stars,True
p5,B00068K5UQ,A1FKIHTSVTJKCG,,5.0,My cats loved this product the minute they tasted it.,"06 8, 2015",Love at first taste,True
p5,B00068K5UQ,A3PLCBWA62TQWD,,4.0,The cats like it but holy moly it's expensive.  Would have given it 5 Stars if it was more reasonably priced.  At least it costs less on Amazon than the pet store but it went from $27 last year to $40 in the last couple of months.  My cats have kidney issues so we need food lower in protein and our vet likes this brand.  We originally chose this over the prescription food because it was less expensive but we may need to reconsider.  Having Amazon Prime really helps save on the shipping!,"05 27, 2015",Good For Cats With Kidney Issues But It's Pricey,True
p5,B00068K5UQ,A22S5RPA86HY4H,,4.0,My cats really loved,"05 20, 2015",Four Stars,True
p5,B00068K5UQ,ALI8VW7XFM8Q6,,4.0,cats love it,"05 19, 2015",Four Stars,True
p5,B00068K5UQ,A1WI2GU6SPDSCU,,5.0,"So far our very fussy eater of a cat, loves it!!  She had not been eating her other dry food..but chugging down the wet food--which she will ONLY eat 1 flavor..very fussy cat!  She knows what she likes and just wants that!!  And I have noticed he rpooh does not smell as bad--she is 1 of those cats that refuses to cover it!!  So far, so good, will update as time goes on","05 18, 2015",Fussy cat loves it!,True
p5,B00068K5UQ,A43CD8U5TRE1W,,5.0,"Keeps my two house kitties in top form, and they love it","05 1, 2015",Great maintenance formula for older house cats,True
p5,B00068K5UQ,A2RDLSG5LGD12E,,5.0,Saved my 16 year old cat for she can't chew so good anymore.,"04 28, 2015",Saved my cat!,True
p5,B00068K5UQ,A1KKNHVN3K76A3,,4.0,Great food for a great price.,"04 11, 2015",Indoor Cat 27,True
p5,B00068K5UQ,ANHSVDN5P5V4H,,5.0,Our two cats like this food very much.,"04 9, 2015",Five Stars,True
p5,B00068K5UQ,A222ZT5YEV2PD,,5.0,"I also wrote a review on Royal Canin for kittens, and I don't feel any differently about this product for adults.  My cat loves it and transitioned from the kitten just fine.

Again, every cat is different, especially more exotic breeds of cat.  My mutt of a cat handles it fantastically, but your little furry friend may experience adverse symptoms (expressed by other reviewers). Check with your veterinarian for a second, professional opinion always.","04 3, 2015",Excellent for my kitty but check with your vet!,True
p5,B00068K5UQ,AOVGWCILDVSLB,,5.0,"The cats love it surely is expensive but they are worth it, if it truly does away with hairballs.","03 22, 2015",Five Stars,True
p5,B00068K5UQ,A3BFIIXHM0ITZK,,5.0,"My very finicky, sensitive-stomach cat really liked this.  It didn't make him vomit (other dry foods like Iams did), and he would practically inhale it.  My other cats love it too, but we mostly buy it for the picky one.","03 14, 2015","Good for picky, sensitive eaters.",True
p5,B00068K5UQ,A1CZE9OOEBS1VA,,5.0,thanks,"03 5, 2015",Five Stars,True
p5,B00068K5UQ,A3L9GPCGCQZWIO,,4.0,my Burmese like it,"02 28, 2015",Four Stars,True
p5,B00068K5UQ,A1DWCWDV485FBB,,5.0,Good qualitu,"02 28, 2015",Five Stars,True
