product_id,asin,review_id,product_title,star_rating,review_body,review_date,summary,verified_purchase,review_date_iso
p4,B00BD76NZK,A567HBSX35U7X,,5.0,I just got the bag and set it on the kitchen table and my cat started biting it to get in and knocked off the table where he continued to rip it open.  I gave him a few handfulls and he dug right in.  He's very picky and it's hard to find foods he will eat.  Iams is one of the best foods on the market and now that I know he likes it I will switch him to this from purina naturals.  I think this is the better food and it costs the same pretty much.,"06 6, 2018",My cat couldn't wait to get into the bag.,False,2018-06-06
p4,B00BD76NZK,A3EQ7S3CVP7XOB,,5.0,Our cats love this food!,"06 4, 2018",Great IAMS Food,True,2018-06-04
p4,B00BD76NZK,A6Q6NHWVZHL7O,,2.0,"The balls are so large my old kitty who only has a few teeth left basically swallows them whole and throws them up daily. I had to give this food to my mom for her younger cats since they can chew & break them down.  Might be good hairball food but they should make the morsels smaller .
Ill buy Purina 1 next time...","05 31, 2018",Might be good hairball food but they should make the morsels smaller,True,2018-05-31
p4,B00BD76NZK,A1QZCWV5SXLS3O,,2.0,"I gave it 2 stars because the cats didn't hate it.
I have been wanting to switch our cats from eating Natural Balance LID, ever since the company was sold, and I noticed a big difference in quality of ingredients. It used to be just the best dry cat food, at a good price, and then gradually our cats started having more issues, like hairballs and vomiting, loose stools off and on, then last year 2 of our cats had seizures, and passed away 6 months from each other. We don't know why, but it definitely could have been the food.
Pet food companies are trying to keep their profits high, while offering grain-free formulas, at low cost. That has meant trying to get cheaper meat, and people having lost pets, to food contaminated with euthanasia drugs. I would rather my cats eat grain, than be poisoned by cheap meat, that is basically animals that were put down, then made into pet food. The FDA has lifted the penalties for companies that get caught breaking the laws that say you can't put meat in pet food from an animal that was put down, instead of slaughtered.
 I thought trying a big name middle ground pet food would be safer. I did what you have to do when switching foods, by just adding a little of the new food at a time, over about a month. I expected a bit of vomiting the first week, but they continue to have diarrhea, and it has meant them going outside the litter box several times. They do that to tell you that they feel sick. Haven't been able to switch more than half this food, and half their NB LID, after a month. I think I'm just going to have to bite the bullet and buy expensive dry food.
 If you have been feeding your cat dirt cheap grocery store cat food, this might be ok for your cat. But this isn't better than Natural Balance LID. Your cat won't have digestive issues when you switch them to a higher quality food than they have been eating, unless they are allergic to something in it, when done right. We already have one cat on prescription diet wet food, because the Natural Balance gave him urinary crystals and blockage. That shouldn't happen on high quality food. He won't eat the super healthy dry food you can get here off Amazon. It's not easy to find something that's good for them, they will eat, that doesn't cost a fortune, or come down to making them food by hand.
The search continues.","05 30, 2018","Does ""Healthy Digestion"" stand for diarrhea?",True,2018-05-30
p4,B00BD76NZK,A1SDAL7U13HU9B,,4.0,"Decrease in vomiting. Cats like it. Has brewers yeast, which repels fleas and provides B vitamins.","05 27, 2018",So far so good. Contains Brewers yeast.,True,2018-05-27
p4,B00BD76NZK,A29PPXUIPAKTFB,,4.0,"Love this product , good for kitty","05 24, 2018",Four Stars,True,2018-05-24
p4,B00BD76NZK,A3OLWE9SJ8LRRS,,5.0,Cats are fat and happy!,"05 20, 2018",Five Stars,True,2018-05-20
p4,B00BD76NZK,A11Q3F9AH35RU6,,5.0,One of the few brands I will feed my male cats. I worry about crystals so always pay attention to the magnesium content in dry foods.,"05 20, 2018",Magnesium,True,2018-05-20
p4,B00BD76NZK,A21T6Z9YUGIJ68,,5.0,"My cats are not over weight (one cat does need to loose 1.5lbs but at least he hasn't gained more on this) and they NEVER have hair balls. Only my long haired cat has only had ONE hair ball. Which that is just Incredible. No stomach issues with this either. Doesnt smell bad. Vet said good brand, but I should add wet food to their diet as well so they can better stay hydrated and keeps kidneys healthy. This will also help them to intake less carbohydrates since dry food has more of it. Either one meal dry and one meal wet or just mix some wet food with the dry. Havent done that yet though.","05 20, 2018",Doesnt smell bad. Vet said good brand,True,2018-05-20
p4,B00BD76NZK,A48QYGT8CPU3Y,,5.0,"Perfect for my geriatric cat with a sensitive stomach, and his little sister ... and the cats love the taste!","05 17, 2018",I won't buy any other dry cat food -- this is the best!,True,2018-05-17
p4,B00BD76NZK,AG8R88P7Z29OQ,,5.0,What can I say other than my cats love it.,"05 16, 2018",Five Stars,True,2018-05-16
p4,B00BD76NZK,A80R7EWD79CX2,,4.0,Use this food for both my cats & I can see a difference  in the number & size of fur ball episodes. both have decreased. As far as weight goes it's more of a maintenance factor & not really losing weight.,"05 9, 2018",Fur Ball Reduction,True,2018-05-09
p4,B00BD76NZK,A13EM90FUQIJHB,,5.0,"Very healthy..lots of vitamins and minerals. Researched this specific item and it was rated one of the best dry cat food for indoor cats. Never knew indoor cats should have the word ""Indoor"" marked on the product when buying.. My cat loves it. Great price also! Would 100% recommend","05 8, 2018",Very healthy for indoor cats!,True,2018-05-08
p4,B00BD76NZK,A2B9Q0SC0SEIVF,,5.0,For choice to supplement cat's diet along with wet and plenty of water.,"05 6, 2018",Good price for a good product,True,2018-05-06
p4,B00BD76NZK,A3MA046B0OHZIG,,5.0,My cats like it and the sensitive one stopped diarrhea,"05 3, 2018",It really helps digestion.,True,2018-05-03
p4,B00BD76NZK,A18BOXF138XC0G,,5.0,"I have alway feed My animals ""IAMS"" .However when I adopted a Cat from the shelter Try as I Might She refused to have anything to do with any type of IAMS ? As Time went on it was so difficult for Her to adjust to Her new Home any. Progress was almost impossible,Therefore getting Her to eat was a challenge ,so She finally chose a food.it has been years but I have added in this  PROTECTIVE HAIRBALL CARE  IAMS.WITH just one bag Princess Patty's coat is actually beautiful ! Very soft like cotton ,So easy to comb out I Now use a ""Styling Comb"" to come Her out Daily ! I love the difference !","05 3, 2018",A Wonderful Food For Patty's Coat !,True,2018-05-03
p4,B00BD76NZK,ACAS41HLE9WE6,,5.0,"Cats love it, price way too high.","04 30, 2018",YOU GET WHAT YOU PAY FOR,True,2018-04-30
p4,B00BD76NZK,A289HCDMS9LPR2,,4.0,"Good quality, fair price.","04 29, 2018",Four Stars,True,2018-04-29
p4,B00BD76NZK,AQJO0OXN5BG7Z,,2.0,"My cat won't touch this flavor. Yes she is picky. She seems to like the cheap cat food, but I don't like to give it too her. She loves the local pigmy type ground squirrels, so I wish someone would come out with a squirrel flavored kibble. Like all iams dry food, the bag design is horrible for pouring.","04 28, 2018",CAT WONT TOUCH IT,False,2018-04-28
p4,B00BD76NZK,A1ENEUNA9U2FUE,,5.0,My cats are big fans of this. The bags are the same here as the store.,"04 18, 2018",Pricing,True,2018-04-18
p4,B00BD76NZK,A3BVSEQLOXLLDF,,5.0,The only food that works for my sensitive stomach cat. This is the only sensitive brand we've used that doesn't cause him to vomit. I wish it didn't have a few ingredients but even the more expensive brands haven't worked as well as this one for our cat. I have reordered from Amazon several times and haven't experienced any mold or stale issues.,"04 17, 2018",The only food that works for my sensitive stomach cat ...,True,2018-04-17
p4,B00BD76NZK,A27YZIC1LZWWX4,,5.0,I wanted to try a different brand of cat food since my handicapped cat does not get the exercise the boy cat does. This food they both like and in time I will see how her weight control is going.,"04 14, 2018",The cats like it.,False,2018-04-14
p4,B00BD76NZK,A24QRN1J8N73V5,,3.0,"My cats will eat this, but their shedding has increased since starting them on this food. We'll be switching to something else.","04 12, 2018","My cats will eat this, but their shedding has ...",True,2018-04-12
p4,B00BD76NZK,AUXO26H0TKWYL,,5.0,Cat likes it.  It seems to be a good quality.,"04 4, 2018",Cat likes it.,True,2018-04-04
p4,B00BD76NZK,A12TAJO2OJZERX,,5.0,Good value and very fast delivery.,"04 2, 2018",Large bag of Iams at a great price.,True,2018-04-02
p4,B00BD76NZK,A1L53WDB6KR4E5,,5.0,My cats enjoy eating IAMS,"03 28, 2018",Five Stars,True,2018-03-28
p4,B00BD76NZK,A1BPAN8N6DOYP4,,5.0,My Kitty's favorite kibble. It's always shipped before she can starve to death.,"03 27, 2018",Yummy!,True,2018-03-27
p4,B00BD76NZK,A15J1YXMZ6LW3S,,5.0,It's the best quality pet food at the best price.,"03 17, 2018",Quality pet food.,True,2018-03-17
p4,B00BD76NZK,A1IE6VYPWJBRCS,,2.0,"I got this thinking it would help my cat's little tummy, but doesn't seem to be helping anything.","03 16, 2018",Two Stars,True,2018-03-16
p4,B00BD76NZK,A3E4Z1PEJKQL6H,,4.0,Both cats eat it readily. Quite an improvement over Science Diet.,"03 14, 2018",My skinny ten year old cat is regaining the weight she lost.,True,2018-03-14
p4,B00BD76NZK,A3US7OAQUWEGPI,,5.0,7% cheaper than at my local grocery store! My cat loves IAMS.  Win-win!,"03 12, 2018",Excellent price,True,2018-03-12
p4,B00BD76NZK,A30GOJH7HXUF0T,,5.0,Amazing value for the size of the bag!  Ive bewn unable to find this size in any pet stores.,"03 4, 2018",Great value!,True,2018-03-04
p4,B00BD76NZK,AJ8RF2CWDJP00,,5.0,"I changed to Iams because my cats had a skin issue that I thought might be due to reactions from something in the food that I was using.  The cats do not eat as much of this food as it seems to meet their nutritional needs. The cats skin problem vanish and so did the amount of vomiting. The vomiting decreased to almost nothing.  Another bonusof this food isif its vomited back up, it does not stain the carpet like other pet foods did.","03 4, 2018",This product has really helped my cats,True,2018-03-04
p4,B00BD76NZK,ACMK7CMR0CZ6P,,5.0,"One of daughter's cats seems to get hairballs weekly. He has a thick undercoat with long top hair. Using hairball gel removes them but he still has vomited a lot of various size hairballs.. Saw this at local store. I read label and said why not give it a try. After a week vomiting stopped! 3 weeks later, he is more active. He also loves it. It was kitty love at first taste. Currently he is the only one of her 3 cats getting this. Local store supply uncertain. Then I came here to Amazon and I'm glad it is here. The other cats will be weaned to this too.","03 2, 2018",Defintely helped chronic hairball cat,False,2018-03-02
p4,B00BD76NZK,A1A3MWZRWK2CVJ,,5.0,Great buy. Fast shipping.  Thanks,"02 28, 2018",Five Stars,True,2018-02-28
p4,B00BD76NZK,AYS11R80O94BF,,5.0,The only brand and type that our cats will eat.,"02 26, 2018",Five Stars,True,2018-02-26
p4,B00BD76NZK,A1EMUVTS8U3FUP,,5.0,this was winner in hairball taste test,"02 26, 2018",Five Stars,True,2018-02-26
p4,B00BD76NZK,A3GFK7F5IUF60X,,5.0,"I don't use this as my main cat foodI get that at Costco. But I buy these convenient 7lb bags of IAMS food to give my cats a change of pace with their dry food. (I also give them wet food 1-2 times a week.)

I have 5 Siamese cats, ages 814, and they all LOVE this food. Not only do they love it, but it doesnt make any of them throw up. *hear the angels singing*

The 7lb bag is small enough to fit in my hall cupboard on a shelf. Or I dump the entire thing into my&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Petnet-SmartFeeder/dp/B010QYTN2K/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Petnet SmartFeeder</a>.

The ingredients are good.

Its actually, price per pound (at all the times Ive seen it), the cheapest non-junk cat food you can buy on Amazon (and actually its cheaper than what I get from Costco too). I couldn't believe that the cheapest stuff I found would be the best; I tried about 4 different brands, and none were any better than this one.

When you have 5 cats, the cost is a major draw. When you have old cats, the health factor is huge.

This food does the trick!","02 26, 2018",BEST food for a change of pace,True,2018-02-26
p4,B00BD76NZK,A2U9TYS3R93JB5,,3.0,"Good product at a great price, bag was opened a bit when I received it.","02 24, 2018",Bag was not sealed properly from factory.,True,2018-02-24
p4,B00BD76NZK,A11YPV08CBAMXZ,,5.0,"Excellent for my overweight cats, they all LOVE it tho, unlike the other brands that are similar","02 21, 2018",Better than other brands,True,2018-02-21
p4,B00BD76NZK,A3467128042Y12,,1.0,"My kitty has a sensitive stomach and this made her vomit about five times a day until we got her&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Purina-Beyond-Natural-Dry-Cat-Food-White-Meat-Chicken-and-Whole-Oat-Meal-Recipe-13-Pound-bag-Pack-of-1/dp/B00JVHSAPA/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Purina Beyond Natural Dry Cat Food, White Meat Chicken and Whole Oat Meal Recipe, 13-Pound bag, Pack of 1</a>&nbsp;back. We fed her this for about two years before we switched to purina, but now if we try to switch her back she gets sick.","02 18, 2018",MADE KITTY THROW UP!!,False,2018-02-18
p4,B00BD76NZK,AYCM7GY8AQ56C,,5.0,"No more soupy poopy! Mr. Bunny Feet, Lovebug, and myself especially are all very happy with this product.","02 17, 2018",No more soupy poopy!,True,2018-02-17
p4,B00BD76NZK,AVYOPFE7OPXS4,,5.0,My 3 cats love this food.,"02 16, 2018",Five Stars,True,2018-02-16
p4,B00BD76NZK,A2H99IQJ0JT4MU,,2.0,"Second bag of IAMS and I am pretty disappointing. I bought the mature bag first by accident. Transitioned them to this one for adult but not mature cats and still three of my four cats are having runny bowel movements. They no longer get excited when I put food down. This has never happened before! They all four come running as usual, sniff the bowl and walk away with this food. Not even one of four cats show interest! I don't get it. I am waiting on another brand of food to arrive so that I can transition again and hope to remedy the runny, stinky messes in the litter box as well as have them enjoy their food again. Not saying it's a bad product but it was definitely not for us.","02 6, 2018",Runny bowels and no excitement at dinner time anymore.,True,2018-02-06
p4,B00BD76NZK,ANKFUKA43BSFZ,,5.0,Great price instead of pet stores abd comes to the door. Cat has been on this food a long time and loves it.,"02 5, 2018",Great price instead of pet stores abd comes to the ...,True,2018-02-05
p4,B00BD76NZK,A226LD4MMONB2L,,5.0,My 3 cats like this Iams,"01 30, 2018",Five Stars,True,2018-01-30
p4,B00BD76NZK,A2TPSIS7AACVJ4,,5.0,This is a great product.  My 2 cats actually like it and its good for them.  I will buy this again.,"01 29, 2018",The cats love it and its healty.,True,2018-01-29
p4,B00BD76NZK,A2JM9U52DYIVAE,,5.0,"Good value, good product","01 22, 2018",Five Stars,True,2018-01-22
p4,B00BD76NZK,A2JSA6CVWD1XWH,,5.0,"The cat who vomits is now the cat who eats. Smaller bites too. Going to put in windup snowman who poops candy dispenser.

I save money using the dash button because I never ever escape the store with just cat food (says the woman who mentioned a windup pooping snowman).","01 18, 2018",Dash Button This ChompYum,False,2018-01-18
p4,B00BD76NZK,A8R85F4X1AFM3,,5.0,Both of our cats are in love with the taste.  Great price per pound.,"01 18, 2018",They love it,True,2018-01-18
p4,B00BD76NZK,AM9GYGLVROG12,,5.0,It's wonderful to have the catfood delivered to my front door. The cats love the food and I love the convenience.,"01 17, 2018",Convenient,True,2018-01-17
p4,B00BD76NZK,A2D22RKPR963G5,,5.0,Great price. Even better than Walmart. I been using this product for several years and buying it at Walmart,"01 11, 2018",Five Stars,True,2018-01-11
p4,B00BD76NZK,A5IMIJF2G6DAC,,5.0,kitties love this food. no hairballs or other issues anymore.,"01 9, 2018",Five Stars,True,2018-01-09
p4,B00BD76NZK,ADWDDT5RQ9KJS,,5.0,"This stuff is delicious. Being a relatively poor person, I've eaten a lot of different cat foods and this has to be one of my favorites. It's crunchy with just enough protein to keep me alive through the winter. Sure, I have a good job and make decent money but I spend so much on stuff I don't need from Amazon when I'm drunk that cat food it about all I can afford. Seriously, packages arrive that I don't even remember ordering on almost a daily basis. I've tried all the cheaper cat foods, but they are hard to digest and I keep coughing up hair balls even though I'm a bald man in his early 40's. Anyway, cheers to this cat food for being so delicious, and providing adequate nutrition while at the same time being reasonably easy on my digestive system. That is all. Thank you for your time.","01 5, 2018","Being a relatively poor person, I've eaten a lot of different cat ...",True,2018-01-05
p4,B00BD76NZK,AJKFB5Z0P6S54,,5.0,My cats love this food and I've noticed that they have stopped puking since I've switched them to this!!! Happy cats happy cat mom!!!!,"12 28, 2017",My cats love it!!!,True,2017-12-28
p4,B00BD76NZK,A26RA7HM3UM1PP,,5.0,Cats are happy. Fewer hairball incidents. Will by again.,"12 17, 2017",Five Stars,True,2017-12-17
p4,B00BD76NZK,AIIXI2S8FMSXU,,5.0,First time purchasing this iams brand hard cat food.  Always buy the hill's science one.  My darlings took to it right away and that made momma very very happy.  The price was excellent and the bits are just the right size.  Happy I decided to purchase it and will again.,"12 17, 2017","Big-Snuggles, Krazy-Whyte & Scratchy-ScratchOff give three MEOW. MEOW MEOW's.",True,2017-12-17
p4,B00BD76NZK,A1VY5KNEJYAXEC,,1.0,It made my cat very sick. She wouldn't stop vomiting. I switched her food and she stopped. I don't know if it's a coincidence or it was a reaction to the food. I'm not taking any chances.,"12 17, 2017",It made my cat very sick. She wouldn't stop ...,True,2017-12-17
p4,B00BD76NZK,A36IWEH30SY9C3,,5.0,helps with my cats digestive system. less in litter box and less vomiting,"12 14, 2017",helps with cats digestive system,True,2017-12-14
p4,B00BD76NZK,A2M9HAHEPEZ0ZY,,5.0,Cures diarrhea in my cats while I figure out the cause.,"12 11, 2017",Five Stars,False,2017-12-11
p4,B00BD76NZK,A1OWPUHMWQYP1V,,3.0,"I'm not sure yet. He's an indoor outdoor cat so I mix it in with other dry food. I don't think after a month or 2 that it's really helped. I'm adding fish oil, and about 1/3 of a tiny can of fish type food.  He might need to go to the vet. Hoping the fish oil will do it.","12 8, 2017",Its ok.,True,2017-12-08
p4,B00BD76NZK,AYUPB5BKJV8GH,,4.0,"May cats seem to really like this food.  Since I have 9 of them, and they all like it, it's a hit in my book.","12 5, 2017",Finicky cats like it,True,2017-12-05
p4,B00BD76NZK,ACF8PQU7G3O30,,5.0,This is our cat's favorite--salmon.  It's a big bag.  We put some into a smaller kibble tub upstairs.  The bag will go away in about 3 months for our 17 pound indoor/outdoor male cat.,"11 30, 2017",Cat likes it.,True,2017-11-30
p4,B00BD76NZK,A24LV5OKCKR0YD,,5.0,My cat has maintained her sleek physique eating this food. Woohoo!,"11 27, 2017",No fat cats around here.,True,2017-11-27
p4,B00BD76NZK,A2V6OG1GOX4HW5,,5.0,"Great price for the food our cats like.
You can get a container at Menards (and probably elsewhere) that exactly holds the contents of this bag.

I have this on subscribe and save and am very glad that I do!","11 26, 2017",Good price for this cat food,True,2017-11-26
p4,B00BD76NZK,A14V3DM4CVXYJ3,,5.0,My picky cats love this food from IAMS. I have noticed that their coats are more shiny since I switched to Iams. I will continue to buy this food.,"11 26, 2017",My cats love this!,False,2017-11-26
p4,B00BD76NZK,A3OBA70D418ZX8,,5.0,"the cat seems to like it, doesn't give him gas like other brands, and seems to be helping his allergies.","11 17, 2017","the cat seems to like it, doesn't give him gas like other brands",True,2017-11-17
p4,B00BD76NZK,AIB4VKD51JP4O,,5.0,My cat loves it and it seems to agree with her. I inquired at the shelter where i adopted her and one of the volunteers said IAMS is what she feeds her cats at home. It was good advice.,"11 16, 2017",It was good advice.,True,2017-11-16
p4,B00BD76NZK,A2MFSVGMFSEUW3,,5.0,exactly what I was looking for!,"11 16, 2017",Five Stars,True,2017-11-16
p4,B00BD76NZK,A1PG7C437V3C8P,,5.0,"Our mature male cat loves this -- I mix it with other dry cat food, and he is eating better now. IAMS makes good products.","11 15, 2017",We're taking good care of Tigger!,True,2017-11-15
p4,B00BD76NZK,AWHHN3L7786LJ,,5.0,My car really likes this food and lost weight immediately. Thought she would be starving but I already need to cut her back because she's lost enough to need new diet plan,"11 10, 2017",My car really likes this food and lost weight immediately ...,True,2017-11-10
p4,B00BD76NZK,A2PHY5Q48R7RY3,,1.0,"I have been using IAMS for 13 years and this package was matte instead of the usual glossy color and my cats can't keep the food down. I figured they had just updated their look, but now I am questioning if this was even the real ""IAMS"" or an overseas company copy. Maybe it is a new formula? I am switching brands completely because I never want to put my babies through this again.","11 6, 2017",IAMS? New formula?,True,2017-11-06
p4,B00BD76NZK,A3CI7AZ61MJHKY,,5.0,Switched cats to this from Science Diet kitten food - we did not need to mix the two at all as they both loved this. We fed it to them a few times like we would do with cat treats and they gobbled it right up.,"11 2, 2017",... to mix the two at all as they both loved this. We fed it to them a few ...,True,2017-11-02
p4,B00BD76NZK,A3TD40ZZMGH61Q,,5.0,"Great value, my cats love it.","10 30, 2017",Five Stars,True,2017-10-30
p4,B00BD76NZK,A3CW5DL2RE5YDQ,,5.0,Great for cats with tummy issues. Small pieces.,"10 28, 2017",Five Stars,True,2017-10-28
p4,B00BD76NZK,A2UUVOUHGTF7YH,,5.0,The Cat loves this food,"10 18, 2017",Five Stars,True,2017-10-18
p4,B00BD76NZK,AILOPJ7LT4M27,,5.0,Only food my 3 cats will eat.,"10 17, 2017",Great cat food,True,2017-10-17
p4,B00BD76NZK,A14OKQ1YMQN2C0,,5.0,So worth it my cats are super picky eaters and they love this! Cheaper compared to their favourites... (Until i started getting this),"10 13, 2017",So worth it my cats are super picky eaters and they love this,True,2017-10-13
p4,B00BD76NZK,A370HQEWM5WRA9,,5.0,"Our kitties need to lose weight, and this is working and they like it.","10 13, 2017",Good weight loss dry cat food,True,2017-10-13
p4,B00BD76NZK,A3JSYL6UV8QBLR,,5.0,my kitten loved this stuff. he has a sensitive tummy and this worked to calm it perfectly,"10 10, 2017",great product,True,2017-10-10
p4,B00BD76NZK,A1SSIDDDCCK1E,,4.0,my cat loves this brand. the bites are a great size for cat mouths.,"10 9, 2017",quality cat food for your felines,True,2017-10-09
p4,B00BD76NZK,A3LDGWLBU8IJ2S,,5.0,my cat PJ loves it and I like the price.,"10 9, 2017",Five Stars,True,2017-10-09
p4,B00BD76NZK,A34DX1GJMEAOL4,,5.0,Cat food. Same brand I buy at store. These were add ons for $3.99. Cant beat price!!,"10 3, 2017",Five Stars,True,2017-10-03
p4,B00BD76NZK,A129FNNXMI4FIR,,5.0,cats love this cat food,"10 2, 2017",Five Stars,True,2017-10-02
p4,B00BD76NZK,A3GPSHNNRYXBK4,,3.0,"My cats do not like this and the price went up double the 4th time I ordered, so I no longer order this cat food.  It does stop hairballs but who knows if it's cause my cats don' t eat it anymore!??!?!?!","10 2, 2017",My cats do not like this and the price went up double the 4th ...,True,2017-10-02
p4,B00BD76NZK,A2UGSGBO1PZS06,,4.0,good bu blue bag better.,"09 29, 2017",Four Stars,True,2017-09-29
p4,B00BD76NZK,A3R5UVZEX1FRI2,,5.0,This cat food is the best for helping cats that have hairball issues! My sweet girl was having major issues and within a week of her diet change we noticed a huge improvement!,"09 23, 2017",The best!,True,2017-09-23
p4,B00BD76NZK,A2TA2MPE4R2EJ7,,5.0,Our cat seems to like this so much better than the SAME brand and flavor from the local store. So this must be fresher tasting!!,"09 21, 2017",Fresh product!,True,2017-09-21
p4,B00BD76NZK,A2F8H8V62FPTUI,,4.0,Is helping with my older cat's digestive issues. She is throwing up less.,"09 21, 2017",Four Stars,True,2017-09-21
p4,B00BD76NZK,A1KF7N66UODOQE,,4.0,Cat seems to love it,"09 21, 2017",cat seems to eat it just fine,True,2017-09-21
p4,B00BD76NZK,A37R8X747DM6AP,,5.0,"One of my cats is the queen of throwing up.  After several trips to the vet, he said it was because her fur is too long and she has a hairball problem.  We tried several different brands of cat food for hairballs.  Iams Hairball Care is the only thing that seems to stop her from vomiting all over the house.  The pellets seem to be smaller than most cat foods as well, which is nice because she is a small cat.  After 2 months of using this brand, she is finally putting on some weight, her trips to the litter box are less messy and she hasn't thrown up.  It's a win-win in this house.","09 15, 2017",Only food that works for my cat.,True,2017-09-15
p4,B00BD76NZK,A2HQKR37JW7PBM,,4.0,My cats seems to like the food.,"09 12, 2017",Four Stars,True,2017-09-12
p4,B00BD76NZK,A1SBYS5UH9ICFX,,5.0,"this is better than the other hairball dry cat food I was giving my kitties. It really helps with the throwing up hairballs situation.
I'm glad amazon carries IAMS especially since it actually cost less than the pet store and I don't have to carry it from the car.","09 11, 2017",this is better than the other hairball dry cat food I was ...,True,2017-09-11
p4,B00BD76NZK,APA52GE5D88A4,,4.0,"The cats seem to like the flavor, but I'm a bit concerned about the size of the morsels...not big enough to require chewing, but large enough to create a chocking hazard?","09 11, 2017","Cats to like the flavor, but...",True,2017-09-11
p4,B00BD76NZK,A1F6LW1J8A4677,,5.0,I have a cat with digestive issues this cat food helped alot.,"09 10, 2017",Five Stars,True,2017-09-10
